,year,artist,track,time,date,week,place
898,2000,Joe,I Wanna Know,4:57,2000-05-06,19,11
899,2000,Joe,I Wanna Know,4:57,2000-05-13,20,14
900,2000,Joe,I Wanna Know,4:57,2000-05-20,21,11
901,2000,Joe,I Wanna Know,4:57,2000-05-27,22,11
902,2000,Joe,I Wanna Know,4:57,2000-06-03,23,10
903,2000,Joe,I Wanna Know,4:57,2000-06-10,24,12
904,2000,Joe,I Wanna Know,4:57,2000-06-17,25,10
905,2000,Joe,I Wanna Know,4:57,2000-06-24,26,6
906,2000,Joe,I Wanna Know,4:57,2000-07-01,27,4
907,2000,Joe,I Wanna Know,4:57,2000-07-08,28,5
908,2000,Joe,I Wanna Know,4:57,2000-07-15,29,4
909,2000,Joe,I Wanna Know,4:57,2000-07-22,30,5
910,2000,Joe,I Wanna Know,4:57,2000-07-29,31,5
911,2000,Joe,I Wanna Know,4:57,2000-08-05,32,7
912,2000,Joe,I Wanna Know,4:57,2000-08-12,33,6
913,2000,Joe,I Wanna Know,4:57,2000-08-19,34,8
914,2000,Joe,I Wanna Know,4:57,2000-08-26,35,5
915,2000,Joe,I Wanna Know,4:57,2000-09-02,36,6
916,2000,Joe,I Wanna Know,4:57,2000-09-09,37,9
917,2000,Joe,I Wanna Know,4:57,2000-09-16,38,9
918,2000,Joe,I Wanna Know,4:57,2000-09-23,39,8
919,2000,Joe,I Wanna Know,4:57,2000-09-30,40,14
920,2000,Joe,I Wanna Know,4:57,2000-10-07,41,16
921,2000,Joe,I Wanna Know,4:57,2000-10-14,42,20
922,2000,Joe,I Wanna Know,4:57,2000-10-21,43,32
923,2000,Joe,I Wanna Know,4:57,2000-10-28,44,45
924,2000,"Jordan, Montell",Get It On.. Tonite,4:34,1999-10-23,1,92
925,2000,"Jordan, Montell",Get It On.. Tonite,4:34,1999-10-30,2,80
926,2000,"Jordan, Montell",Get It On.. Tonite,4:34,1999-11-06,3,72
927,2000,"Jordan, Montell",Get It On.. Tonite,4:34,1999-11-13,4,69
928,2000,"Jordan, Montell",Get It On.. Tonite,4:34,1999-11-20,5,67
929,2000,"Jordan, Montell",Get It On.. Tonite,4:34,1999-11-27,6,61
930,2000,"Jordan, Montell",Get It On.. Tonite,4:34,1999-12-04,7,54
931,2000,"Jordan, Montell",Get It On.. Tonite,4:34,1999-12-11,8,43
932,2000,"Jordan, Montell",Get It On.. Tonite,4:34,1999-12-18,9,38
933,2000,"Jordan, Montell",Get It On.. Tonite,4:34,1999-12-25,10,24
934,2000,"Jordan, Montell",Get It On.. Tonite,4:34,2000-01-01,11,24
935,2000,"Jordan, Montell",Get It On.. Tonite,4:34,2000-01-08,12,20
936,2000,"Jordan, Montell",Get It On.. Tonite,4:34,2000-01-15,13,19
937,2000,"Jordan, Montell",Get It On.. Tonite,4:34,2000-01-22,14,15
938,2000,"Jordan, Montell",Get It On.. Tonite,4:34,2000-01-29,15,15
939,2000,"Jordan, Montell",Get It On.. Tonite,4:34,2000-02-05,16,5
940,2000,"Jordan, Montell",Get It On.. Tonite,4:34,2000-02-12,17,4
941,2000,"Jordan, Montell",Get It On.. Tonite,4:34,2000-02-19,18,4
942,2000,"Jordan, Montell",Get It On.. Tonite,4:34,2000-02-26,19,7
943,2000,"Jordan, Montell",Get It On.. Tonite,4:34,2000-03-04,20,10
944,2000,"Jordan, Montell",Get It On.. Tonite,4:34,2000-03-11,21,5
945,2000,"Jordan, Montell",Get It On.. Tonite,4:34,2000-03-18,22,9
946,2000,"Jordan, Montell",Get It On.. Tonite,4:34,2000-03-25,23,9
947,2000,"Jordan, Montell",Get It On.. Tonite,4:34,2000-04-01,24,7
948,2000,"Jordan, Montell",Get It On.. Tonite,4:34,2000-04-08,25,9
949,2000,"Jordan, Montell",Get It On.. Tonite,4:34,2000-04-15,26,10
950,2000,"Jordan, Montell",Get It On.. Tonite,4:34,2000-04-22,27,10
951,2000,"Jordan, Montell",Get It On.. Tonite,4:34,2000-04-29,28,15
952,2000,"Jordan, Montell",Get It On.. Tonite,4:34,2000-05-06,29,18
953,2000,"Jordan, Montell",Get It On.. Tonite,4:34,2000-05-13,30,23
954,2000,"Jordan, Montell",Get It On.. Tonite,4:34,2000-05-20,31,30
955,2000,"Jordan, Montell",Get It On.. Tonite,4:34,2000-05-27,32,42
956,2000,N'Sync,Bye Bye Bye,3:15,2000-01-29,1,42
957,2000,N'Sync,Bye Bye Bye,3:15,2000-02-05,2,20
958,2000,N'Sync,Bye Bye Bye,3:15,2000-02-12,3,19
959,2000,N'Sync,Bye Bye Bye,3:15,2000-02-19,4,14
960,2000,N'Sync,Bye Bye Bye,3:15,2000-02-26,5,13
961,2000,N'Sync,Bye Bye Bye,3:15,2000-03-04,6,7
962,2000,N'Sync,Bye Bye Bye,3:15,2000-03-11,7,6
963,2000,N'Sync,Bye Bye Bye,3:15,2000-03-18,8,5
964,2000,N'Sync,Bye Bye Bye,3:15,2000-03-25,9,5
965,2000,N'Sync,Bye Bye Bye,3:15,2000-04-01,10,5
966,2000,N'Sync,Bye Bye Bye,3:15,2000-04-08,11,5
967,2000,N'Sync,Bye Bye Bye,3:15,2000-04-15,12,4
968,2000,N'Sync,Bye Bye Bye,3:15,2000-04-22,13,4
969,2000,N'Sync,Bye Bye Bye,3:15,2000-04-29,14,6
970,2000,N'Sync,Bye Bye Bye,3:15,2000-05-06,15,6
971,2000,N'Sync,Bye Bye Bye,3:15,2000-05-13,16,7
972,2000,N'Sync,Bye Bye Bye,3:15,2000-05-20,17,9
973,2000,N'Sync,Bye Bye Bye,3:15,2000-05-27,18,12
974,2000,N'Sync,Bye Bye Bye,3:15,2000-06-03,19,18
975,2000,N'Sync,Bye Bye Bye,3:15,2000-06-10,20,20
976,2000,N'Sync,Bye Bye Bye,3:15,2000-06-17,21,27
977,2000,N'Sync,Bye Bye Bye,3:15,2000-06-24,22,34
978,2000,N'Sync,Bye Bye Bye,3:15,2000-07-01,23,40
979,2000,Eminem,The Real Slim Shady,4:42,2000-05-06,1,70
980,2000,Eminem,The Real Slim Shady,4:42,2000-05-13,2,32
981,2000,Eminem,The Real Slim Shady,4:42,2000-05-20,3,20
982,2000,Eminem,The Real Slim Shady,4:42,2000-05-27,4,16
983,2000,Eminem,The Real Slim Shady,4:42,2000-06-03,5,11
984,2000,Eminem,The Real Slim Shady,4:42,2000-06-10,6,7
985,2000,Eminem,The Real Slim Shady,4:42,2000-06-17,7,6
986,2000,Eminem,The Real Slim Shady,4:42,2000-06-24,8,4
987,2000,Eminem,The Real Slim Shady,4:42,2000-07-01,9,5
988,2000,Eminem,The Real Slim Shady,4:42,2000-07-08,10,4
989,2000,Eminem,The Real Slim Shady,4:42,2000-07-15,11,8
990,2000,Eminem,The Real Slim Shady,4:42,2000-07-22,12,9
991,2000,Eminem,The Real Slim Shady,4:42,2000-07-29,13,16
992,2000,Eminem,The Real Slim Shady,4:42,2000-08-05,14,30
993,2000,Eminem,The Real Slim Shady,4:42,2000-08-12,15,49
994,2000,Eminem,The Real Slim Shady,4:42,2000-08-19,16,68
995,2000,Eminem,The Real Slim Shady,4:42,2000-08-26,17,83
996,2000,Eminem,The Real Slim Shady,4:42,2000-09-02,18,88
997,2000,Eminem,The Real Slim Shady,4:42,2000-09-09,19,98
998,2000,Pink,Most Girls,4:06,2000-08-12,1,85
999,2000,Pink,Most Girls,4:06,2000-08-19,2,70
1000,2000,Pink,Most Girls,4:06,2000-08-26,3,52
1001,2000,Pink,Most Girls,4:06,2000-09-02,4,36
1002,2000,Pink,Most Girls,4:06,2000-09-09,5,27
1003,2000,Pink,Most Girls,4:06,2000-09-16,6,21
1004,2000,Pink,Most Girls,4:06,2000-09-23,7,15
1005,2000,Pink,Most Girls,4:06,2000-09-30,8,13
1006,2000,Pink,Most Girls,4:06,2000-10-07,9,12
1007,2000,Pink,Most Girls,4:06,2000-10-14,10,8
1008,2000,Pink,Most Girls,4:06,2000-10-21,11,5
1009,2000,Pink,Most Girls,4:06,2000-10-28,12,5
1010,2000,Pink,Most Girls,4:06,2000-11-04,13,5
1011,2000,Pink,Most Girls,4:06,2000-11-11,14,6
1012,2000,Pink,Most Girls,4:06,2000-11-18,15,5
1013,2000,Pink,Most Girls,4:06,2000-11-25,16,4
1014,2000,Pink,Most Girls,4:06,2000-12-02,17,6
1015,2000,Pink,Most Girls,4:06,2000-12-09,18,8
1016,2000,Pink,Most Girls,4:06,2000-12-16,19,11
1017,2000,Pink,Most Girls,4:06,2000-12-23,20,14
1018,2000,Pink,Most Girls,4:06,2000-12-30,21,14
1019,2000,Pink,Most Girls,4:06,2001-01-06,22,16
1020,2000,Pink,Most Girls,4:06,2001-01-13,23,18
1021,2000,Pink,Most Girls,4:06,2001-01-20,24,21
1022,2000,Pink,Most Girls,4:06,2001-01-27,25,26
1023,2000,Pink,Most Girls,4:06,2001-02-03,26,39
1024,2000,Pink,Most Girls,4:06,2001-02-10,27,46
1025,2000,"Mumba, Samantha",Gotta Tell You,3:19,2000-09-09,1,85
1026,2000,"Mumba, Samantha",Gotta Tell You,3:19,2000-09-16,2,72
1027,2000,"Mumba, Samantha",Gotta Tell You,3:19,2000-09-23,3,65
1028,2000,"Mumba, Samantha",Gotta Tell You,3:19,2000-09-30,4,49
1029,2000,"Mumba, Samantha",Gotta Tell You,3:19,2000-10-07,5,39
1030,2000,"Mumba, Samantha",Gotta Tell You,3:19,2000-10-14,6,25
1031,2000,"Mumba, Samantha",Gotta Tell You,3:19,2000-10-21,7,20
1032,2000,"Mumba, Samantha",Gotta Tell You,3:19,2000-10-28,8,10
1033,2000,"Mumba, Samantha",Gotta Tell You,3:19,2000-11-04,9,9
1034,2000,"Mumba, Samantha",Gotta Tell You,3:19,2000-11-11,10,8
1035,2000,"Mumba, Samantha",Gotta Tell You,3:19,2000-11-18,11,6
1036,2000,"Mumba, Samantha",Gotta Tell You,3:19,2000-11-25,12,5
1037,2000,"Mumba, Samantha",Gotta Tell You,3:19,2000-12-02,13,7
1038,2000,"Mumba, Samantha",Gotta Tell You,3:19,2000-12-09,14,4
1039,2000,"Mumba, Samantha",Gotta Tell You,3:19,2000-12-16,15,6
1040,2000,"Mumba, Samantha",Gotta Tell You,3:19,2000-12-23,16,7
1041,2000,"Mumba, Samantha",Gotta Tell You,3:19,2000-12-30,17,13
1042,2000,"Mumba, Samantha",Gotta Tell You,3:19,2001-01-06,18,17
1043,2000,"Mumba, Samantha",Gotta Tell You,3:19,2001-01-13,19,17
1044,2000,"Mumba, Samantha",Gotta Tell You,3:19,2001-01-20,20,23
1045,2000,"Mumba, Samantha",Gotta Tell You,3:19,2001-01-27,21,29
1046,2000,"Mumba, Samantha",Gotta Tell You,3:19,2001-02-03,22,36
1047,2000,Blaque,Bring It All To Me,3:46,1999-10-23,1,73
1048,2000,Blaque,Bring It All To Me,3:46,1999-10-30,2,63
1049,2000,Blaque,Bring It All To Me,3:46,1999-11-06,3,50
1050,2000,Blaque,Bring It All To Me,3:46,1999-11-13,4,42
1051,2000,Blaque,Bring It All To Me,3:46,1999-11-20,5,24
1052,2000,Blaque,Bring It All To Me,3:46,1999-11-27,6,19
1053,2000,Blaque,Bring It All To Me,3:46,1999-12-04,7,17
1054,2000,Blaque,Bring It All To Me,3:46,1999-12-11,8,14
1055,2000,Blaque,Bring It All To Me,3:46,1999-12-18,9,11
1056,2000,Blaque,Bring It All To Me,3:46,1999-12-25,10,9
1057,2000,Blaque,Bring It All To Me,3:46,2000-01-01,11,9
1058,2000,Blaque,Bring It All To Me,3:46,2000-01-08,12,9
1059,2000,Blaque,Bring It All To Me,3:46,2000-01-15,13,10
1060,2000,Blaque,Bring It All To Me,3:46,2000-01-22,14,5
1061,2000,Blaque,Bring It All To Me,3:46,2000-01-29,15,5
1062,2000,Blaque,Bring It All To Me,3:46,2000-02-05,16,6
1063,2000,Blaque,Bring It All To Me,3:46,2000-02-12,17,8
1064,2000,Blaque,Bring It All To Me,3:46,2000-02-19,18,9
1065,2000,Blaque,Bring It All To Me,3:46,2000-02-26,19,15
1066,2000,Blaque,Bring It All To Me,3:46,2000-03-04,20,15
1067,2000,Blaque,Bring It All To Me,3:46,2000-03-11,21,18
1068,2000,Blaque,Bring It All To Me,3:46,2000-03-18,22,17
1069,2000,Blaque,Bring It All To Me,3:46,2000-03-25,23,18
1070,2000,Blaque,Bring It All To Me,3:46,2000-04-01,24,19
1071,2000,Blaque,Bring It All To Me,3:46,2000-04-08,25,19
1072,2000,Blaque,Bring It All To Me,3:46,2000-04-15,26,22
1073,2000,Blaque,Bring It All To Me,3:46,2000-04-22,27,26
1074,2000,Blaque,Bring It All To Me,3:46,2000-04-29,28,32
1075,2000,Blaque,Bring It All To Me,3:46,2000-05-06,29,42
1076,2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51,1999-11-27,1,36
1077,2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51,1999-12-04,2,21
1078,2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51,1999-12-11,3,13
1079,2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51,1999-12-18,4,9
1080,2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51,1999-12-25,5,7
1081,2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51,2000-01-01,6,7
1082,2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51,2000-01-08,7,5
1083,2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51,2000-01-15,8,7
1084,2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51,2000-01-22,9,7
1085,2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51,2000-01-29,10,7
1086,2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51,2000-02-05,11,8
1087,2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51,2000-02-12,12,11
1088,2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51,2000-02-19,13,7
1089,2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51,2000-02-26,14,10
1090,2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51,2000-03-04,15,11
1091,2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51,2000-03-11,16,12
1092,2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51,2000-03-18,17,15
1093,2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51,2000-03-25,18,17
1094,2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51,2000-04-01,19,23
1095,2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51,2000-04-08,20,30
1096,2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51,2000-04-15,21,38
1097,2000,"Gray, Macy",I Try,3:52,2000-02-19,1,68
1098,2000,"Gray, Macy",I Try,3:52,2000-02-26,2,51
1099,2000,"Gray, Macy",I Try,3:52,2000-03-04,3,47
1100,2000,"Gray, Macy",I Try,3:52,2000-03-11,4,36
1101,2000,"Gray, Macy",I Try,3:52,2000-03-18,5,30
1102,2000,"Gray, Macy",I Try,3:52,2000-03-25,6,20
1103,2000,"Gray, Macy",I Try,3:52,2000-04-01,7,15
1104,2000,"Gray, Macy",I Try,3:52,2000-04-08,8,12
1105,2000,"Gray, Macy",I Try,3:52,2000-04-15,9,8
1106,2000,"Gray, Macy",I Try,3:52,2000-04-22,10,7
1107,2000,"Gray, Macy",I Try,3:52,2000-04-29,11,7
1108,2000,"Gray, Macy",I Try,3:52,2000-05-06,12,7
1109,2000,"Gray, Macy",I Try,3:52,2000-05-13,13,6
1110,2000,"Gray, Macy",I Try,3:52,2000-05-20,14,5
1111,2000,"Gray, Macy",I Try,3:52,2000-05-27,15,6
1112,2000,"Gray, Macy",I Try,3:52,2000-06-03,16,9
1113,2000,"Gray, Macy",I Try,3:52,2000-06-10,17,10
1114,2000,"Gray, Macy",I Try,3:52,2000-06-17,18,11
1115,2000,"Gray, Macy",I Try,3:52,2000-06-24,19,14
1116,2000,"Gray, Macy",I Try,3:52,2000-07-01,20,16
1117,2000,"Gray, Macy",I Try,3:52,2000-07-08,21,16
1118,2000,"Gray, Macy",I Try,3:52,2000-07-15,22,16
1119,2000,"Gray, Macy",I Try,3:52,2000-07-22,23,21
1120,2000,"Gray, Macy",I Try,3:52,2000-07-29,24,27
1121,2000,"Gray, Macy",I Try,3:52,2000-08-05,25,34
1122,2000,"Gray, Macy",I Try,3:52,2000-08-12,26,40
1123,2000,"Gray, Macy",I Try,3:52,2000-08-19,27,46
1124,2000,N'Sync,This I Promise You,4:23,2000-09-30,1,68
1125,2000,N'Sync,This I Promise You,4:23,2000-10-07,2,31
1126,2000,N'Sync,This I Promise You,4:23,2000-10-14,3,19
1127,2000,N'Sync,This I Promise You,4:23,2000-10-21,4,15
1128,2000,N'Sync,This I Promise You,4:23,2000-10-28,5,11
1129,2000,N'Sync,This I Promise You,4:23,2000-11-04,6,6
1130,2000,N'Sync,This I Promise You,4:23,2000-11-11,7,7
1131,2000,N'Sync,This I Promise You,4:23,2000-11-18,8,7
1132,2000,N'Sync,This I Promise You,4:23,2000-11-25,9,6
1133,2000,N'Sync,This I Promise You,4:23,2000-12-02,10,5
1134,2000,N'Sync,This I Promise You,4:23,2000-12-09,11,6
1135,2000,N'Sync,This I Promise You,4:23,2000-12-16,12,7
1136,2000,N'Sync,This I Promise You,4:23,2000-12-23,13,10
1137,2000,N'Sync,This I Promise You,4:23,2000-12-30,14,12
1138,2000,N'Sync,This I Promise You,4:23,2001-01-06,15,11
1139,2000,N'Sync,This I Promise You,4:23,2001-01-13,16,9
1140,2000,N'Sync,This I Promise You,4:23,2001-01-20,17,11
1141,2000,N'Sync,This I Promise You,4:23,2001-01-27,18,12
1142,2000,N'Sync,This I Promise You,4:23,2001-02-03,19,20
1143,2000,N'Sync,This I Promise You,4:23,2001-02-10,20,22
1144,2000,N'Sync,This I Promise You,4:23,2001-02-17,21,26
1145,2000,N'Sync,This I Promise You,4:23,2001-02-24,22,30
1146,2000,N'Sync,This I Promise You,4:23,2001-03-03,23,30
1147,2000,N'Sync,This I Promise You,4:23,2001-03-10,24,39
1148,2000,N'Sync,This I Promise You,4:23,2001-03-17,25,41
1149,2000,N'Sync,This I Promise You,4:23,2001-03-24,26,49
1150,2000,Ruff Endz,No More,3:56,2000-07-01,1,76
1151,2000,Ruff Endz,No More,3:56,2000-07-08,2,38
1152,2000,Ruff Endz,No More,3:56,2000-07-15,3,19
1153,2000,Ruff Endz,No More,3:56,2000-07-22,4,17
1154,2000,Ruff Endz,No More,3:56,2000-07-29,5,12
1155,2000,Ruff Endz,No More,3:56,2000-08-05,6,15
1156,2000,Ruff Endz,No More,3:56,2000-08-12,7,12
1157,2000,Ruff Endz,No More,3:56,2000-08-19,8,10
1158,2000,Ruff Endz,No More,3:56,2000-08-26,9,7
1159,2000,Ruff Endz,No More,3:56,2000-09-02,10,5
1160,2000,Ruff Endz,No More,3:56,2000-09-09,11,8
1161,2000,Ruff Endz,No More,3:56,2000-09-16,12,8
1162,2000,Ruff Endz,No More,3:56,2000-09-23,13,10
1163,2000,Ruff Endz,No More,3:56,2000-09-30,14,12
1164,2000,Ruff Endz,No More,3:56,2000-10-07,15,14
1165,2000,Ruff Endz,No More,3:56,2000-10-14,16,15
1166,2000,Ruff Endz,No More,3:56,2000-10-21,17,19
1167,2000,Ruff Endz,No More,3:56,2000-10-28,18,23
1168,2000,Ruff Endz,No More,3:56,2000-11-04,19,21
1169,2000,Ruff Endz,No More,3:56,2000-11-11,20,18
1170,2000,Ruff Endz,No More,3:56,2000-11-18,21,19
1171,2000,Ruff Endz,No More,3:56,2000-11-25,22,22
1172,2000,Ruff Endz,No More,3:56,2000-12-02,23,23
1173,2000,Ruff Endz,No More,3:56,2000-12-09,24,24
1174,2000,Ruff Endz,No More,3:56,2000-12-16,25,33
1175,2000,Ruff Endz,No More,3:56,2000-12-23,26,38
1176,2000,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,3:54,2000-01-01,1,74
1177,2000,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,3:54,2000-01-08,2,62
1178,2000,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,3:54,2000-01-15,3,55
1179,2000,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,3:54,2000-01-22,4,25
1180,2000,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,3:54,2000-01-29,5,16
1181,2000,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,3:54,2000-02-05,6,14
1182,2000,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,3:54,2000-02-12,7,12
1183,2000,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,3:54,2000-02-19,8,10
1184,2000,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,3:54,2000-02-26,9,12
1185,2000,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,3:54,2000-03-04,10,9
1186,2000,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,3:54,2000-03-11,11,7
1187,2000,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,3:54,2000-03-18,12,6
1188,2000,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,3:54,2000-03-25,13,6
1189,2000,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,3:54,2000-04-01,14,6
1190,2000,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,3:54,2000-04-08,15,8
1191,2000,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,3:54,2000-04-15,16,9
1192,2000,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,3:54,2000-04-22,17,13
1193,2000,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,3:54,2000-04-29,18,19
1194,2000,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,3:54,2000-05-06,19,23
1195,2000,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,3:54,2000-05-13,20,26
1196,2000,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,3:54,2000-05-20,21,32
1197,2000,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,3:54,2000-05-27,22,34
1198,2000,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,3:54,2000-06-03,23,45
1199,2000,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,3:54,2000-06-10,24,47
1200,2000,Nine Days,Absolutely (Story Of A Girl),3:09,2000-05-06,1,85
1201,2000,Nine Days,Absolutely (Story Of A Girl),3:09,2000-05-13,2,71
1202,2000,Nine Days,Absolutely (Story Of A Girl),3:09,2000-05-20,3,59
1203,2000,Nine Days,Absolutely (Story Of A Girl),3:09,2000-05-27,4,52
1204,2000,Nine Days,Absolutely (Story Of A Girl),3:09,2000-06-03,5,39
1205,2000,Nine Days,Absolutely (Story Of A Girl),3:09,2000-06-10,6,34
1206,2000,Nine Days,Absolutely (Story Of A Girl),3:09,2000-06-17,7,26
1207,2000,Nine Days,Absolutely (Story Of A Girl),3:09,2000-06-24,8,20
1208,2000,Nine Days,Absolutely (Story Of A Girl),3:09,2000-07-01,9,17
1209,2000,Nine Days,Absolutely (Story Of A Girl),3:09,2000-07-08,10,13
1210,2000,Nine Days,Absolutely (Story Of A Girl),3:09,2000-07-15,11,11
1211,2000,Nine Days,Absolutely (Story Of A Girl),3:09,2000-07-22,12,6
1212,2000,Nine Days,Absolutely (Story Of A Girl),3:09,2000-07-29,13,6
1213,2000,Nine Days,Absolutely (Story Of A Girl),3:09,2000-08-05,14,8
1214,2000,Nine Days,Absolutely (Story Of A Girl),3:09,2000-08-12,15,8
1215,2000,Nine Days,Absolutely (Story Of A Girl),3:09,2000-08-19,16,7
1216,2000,Nine Days,Absolutely (Story Of A Girl),3:09,2000-08-26,17,8
1217,2000,Nine Days,Absolutely (Story Of A Girl),3:09,2000-09-02,18,9
1218,2000,Nine Days,Absolutely (Story Of A Girl),3:09,2000-09-09,19,11
1219,2000,Nine Days,Absolutely (Story Of A Girl),3:09,2000-09-16,20,12
1220,2000,Nine Days,Absolutely (Story Of A Girl),3:09,2000-09-23,21,14
1221,2000,Nine Days,Absolutely (Story Of A Girl),3:09,2000-09-30,22,18
1222,2000,Nine Days,Absolutely (Story Of A Girl),3:09,2000-10-07,23,26
1223,2000,Nine Days,Absolutely (Story Of A Girl),3:09,2000-10-14,24,30
1224,2000,Nine Days,Absolutely (Story Of A Girl),3:09,2000-10-21,25,36
1225,2000,Nine Days,Absolutely (Story Of A Girl),3:09,2000-10-28,26,41
1226,2000,Nine Days,Absolutely (Story Of A Girl),3:09,2000-11-04,27,48
1227,2000,"Dion, Celine",That's The Way It Is,4:03,1999-11-13,1,74
1228,2000,"Dion, Celine",That's The Way It Is,4:03,1999-11-20,2,68
1229,2000,"Dion, Celine",That's The Way It Is,4:03,1999-11-27,3,65
1230,2000,"Dion, Celine",That's The Way It Is,4:03,1999-12-04,4,49
1231,2000,"Dion, Celine",That's The Way It Is,4:03,1999-12-11,5,44
1232,2000,"Dion, Celine",That's The Way It Is,4:03,1999-12-18,6,34
1233,2000,"Dion, Celine",That's The Way It Is,4:03,1999-12-25,7,30
1234,2000,"Dion, Celine",That's The Way It Is,4:03,2000-01-01,8,30
1235,2000,"Dion, Celine",That's The Way It Is,4:03,2000-01-08,9,17
1236,2000,"Dion, Celine",That's The Way It Is,4:03,2000-01-15,10,14
1237,2000,"Dion, Celine",That's The Way It Is,4:03,2000-01-22,11,11
1238,2000,"Dion, Celine",That's The Way It Is,4:03,2000-01-29,12,8
1239,2000,"Dion, Celine",That's The Way It Is,4:03,2000-02-05,13,9
1240,2000,"Dion, Celine",That's The Way It Is,4:03,2000-02-12,14,10
1241,2000,"Dion, Celine",That's The Way It Is,4:03,2000-02-19,15,11
1242,2000,"Dion, Celine",That's The Way It Is,4:03,2000-02-26,16,11
1243,2000,"Dion, Celine",That's The Way It Is,4:03,2000-03-04,17,6
1244,2000,"Dion, Celine",That's The Way It Is,4:03,2000-03-11,18,8
1245,2000,"Dion, Celine",That's The Way It Is,4:03,2000-03-18,19,7
1246,2000,"Dion, Celine",That's The Way It Is,4:03,2000-03-25,20,7
1247,2000,"Dion, Celine",That's The Way It Is,4:03,2000-04-01,21,9
1248,2000,"Dion, Celine",That's The Way It Is,4:03,2000-04-08,22,10
1249,2000,"Dion, Celine",That's The Way It Is,4:03,2000-04-15,23,14
1250,2000,"Dion, Celine",That's The Way It Is,4:03,2000-04-22,24,16
1251,2000,"Dion, Celine",That's The Way It Is,4:03,2000-04-29,25,26
1252,2000,"Dion, Celine",That's The Way It Is,4:03,2000-05-06,26,31
1253,2000,"Dion, Celine",That's The Way It Is,4:03,2000-05-13,27,35
1254,2000,"Dion, Celine",That's The Way It Is,4:03,2000-05-20,28,42
1255,2000,Blink-182,All The Small Things,2:52,1999-12-04,1,89
1256,2000,Blink-182,All The Small Things,2:52,1999-12-11,2,76
1257,2000,Blink-182,All The Small Things,2:52,1999-12-18,3,69
1258,2000,Blink-182,All The Small Things,2:52,1999-12-25,4,59
1259,2000,Blink-182,All The Small Things,2:52,2000-01-01,5,59
1260,2000,Blink-182,All The Small Things,2:52,2000-01-08,6,51
1261,2000,Blink-182,All The Small Things,2:52,2000-01-15,7,50
1262,2000,Blink-182,All The Small Things,2:52,2000-01-22,8,35
1263,2000,Blink-182,All The Small Things,2:52,2000-01-29,9,26
1264,2000,Blink-182,All The Small Things,2:52,2000-02-05,10,15
1265,2000,Blink-182,All The Small Things,2:52,2000-02-12,11,7
1266,2000,Blink-182,All The Small Things,2:52,2000-02-19,12,6
1267,2000,Blink-182,All The Small Things,2:52,2000-02-26,13,8
1268,2000,Blink-182,All The Small Things,2:52,2000-03-04,14,8
